content,score,label
Oke,5,1
Mantap,5,1
Utk pengaduan langsung dilayani dan diperbaiki oleh teknisi yang alias tanggap dan cepat dalam pelayanan,5,1
Saya kasih bintang 5 untuk pelayanan indihome ini Tolong dong untuk kecepatan nya bisa di stabilkan lagi,5,1
"Sinyal internetnya sudah bagus. Cuma untuk aplikasinya masih sering bikin kesel, beberapa bug sudah diperbaiki,tapi kalo mau beli kuota malah nggak bisa",1,0
Internet stabil,5,1
"Woi ini apk buang"" waktu bgt aslii,,, loading mulu bangke cuma mao liat doang sialan. Lagg terooss",1,0
Cukup puas untuk kecepatan internetnya,5,1
Jaringannya stabil,5,1
"Aplikasi lambat, server jelek",1,0
Awesome,5,1
Good,5,1
Oke banget pilih No 2 Prabowo - Gibran,5,1
"Jangan mau pakai indihome. Sistem pembayaran komputer bermasalah. Maklum lahh plat merah. Watak monopoli. Mudah mudahan ada provider laen kedepan nya. Yg egk kelas SNI.. ISO nya mungkin abal abal. Majuan PLN, pelanggan berjubel, tapi lancar pembayaran online nya. SNI, SNI, sni.... Watak feodal.",1,0
Mantapp....,5,1
"Upgrade speed via aplikasi susah, disuruh muat ulang terus.",1,0
App aneh. Gak bisa login !,1,0
Internet nya mantap pelayanan nya ok,5,1
"Login tdk bisa, ket. Muat ulang utk melanjutkan sesi. Tarik layar blablabla... Gak jelas",1,0
Pelayanan maximal Respon cepat apabila ada gangguan,5,1
Internet cukup stabil,5,1
"Kenapa ya aplikasi ini lemot sekali bahkan lebih lemot dari orang yang kehabisan Kouta, masa untuk mengunakan vaucher saja leletnya sampai 1 jam lebih, yang ujungnya Error' in use voucher, kalau mau jujur sebenarnya aplikasi ini tidak layak dapat bintang",1,0
Utk mengabdet aplikasi dgn mudah,5,1
"Jaringan buruk kayak biji nangka, kualitas tidak sesuai dengan harga yg di beri",1,0
good,5,1
"Beberapawaktu akhir2 ini mmg susah aplikasinya dibuka, cuma di myTelkomselpun nampak nonr indihome yg sementara kita gunakan",1,0
Indihome memang luar biasa internetan cepat,5,1
Suka lemot..keluar sendiri aplikasi nya,4,0
Ok,5,1
Internet stabil&tidak mengecewakan,5,1
"Padahal punya negara tapi aplikasi lemot , malu maluin",1,0
"Sejauh ini pelayanan nya bagus kalau lagi gangguan, teknisi pun ramah",5,1
Good Aplikasi..,5,1
"Router Trouble dibawah router pas masak dpt bar sinyal 1/2,disuruh restart modem terus ya gak ngaruh lah",1,0
"Indihome mantap, untuk download lancar jaya, internet bagus. Semoga selalu bagus dan terdepan",5,1
Lambat banget respon adminnya,1,0
plat paling di damba kan oleh orang indonesia,5,1
Apk ga GUNA nyusahin !!,1,0
"Ganti ke layanan sebelah, Lebih murah efisien dan lebih tanggap dalam merespon konsumen. Jaringan sering putus dan harga paket yg SANGAT MAHAAAAAL...!!!",1,0
Pembayaran,1,0
Aplikasi apaan telkomsel dan telkom sama aja kacau hapus aja aplikasi nya terus ndak usah tampilkan program di aplikasi malu malu in aja,1,0
Mental terus bos perbaiki lagi bugnya,1,0
Kadang kurang Merespon aplikasinya & Untuk perbaikan Nya Lambat dari pihak Telkom Jika Milik Negara Seharusnya Pelayanannya Maksimal Dari pada Milik Swasta,3,0
Sangat jelek tidak bisa di buka aplikasinya,1,0
Good,5,1
koneksi stabil,5,1
Sangat baguss,5,1
"ga jales bngt ini aplikasi, ga bisa masuk nomer telpon yang udah ke daftar, selalu ada tulisan ""tarik layar ke bawah untuk memuat ulang""👎",1,0
jaringan nya sering lag apk kebanyakan loding,1,0
Ok,5,1
saya mau pasang wifi indihome .. gmna cara nya kk ..,1,0
"Banyak error, lamban dan feedback app tidak sesuai",2,0
ok sangat mmbantu...🙏👍🫰,5,1
Aplikasi terkutuk mau beli akun aplikasi mental ini yang membuat aplikasi ini siapa sih sekelas punya BUMN bikin aplikasi murahan banget ya ampun aplikasi terburuk sepanjang masa,1,0
Aplikasi broken,1,0
Baik,5,1
"Sumpah jangan pake indihome! Suka Lola, dan pas Lola, Lolanya setengah mati.",1,0
Aplikasi di buka Semakin lemot...pembaruan mulu namun semakin lola nih apk Internet tiba2 tidak ada jaringan...mw komplain juga penanganan alo tidak besol ya lusa..trus bagaimana dengan yg bekerja?masa harus ikut libur gara2 mendadak tidak ada jaringan padahal pembayaran tidak perna telat tp pelayanan sangat buruk,1,0
"Aplikasi busuk, tiap buka suruh ganti kata sandi mulu",1,0
"Mau pasang WiFi aja banyak drama. 3bulan gada kabar, di tanya ga pernah respon",1,0
Imigrasi paket tidak jelas.. Sangat lama,1,0
"PARAH INI MAH... saya berenti di bulan oktober, lanjut ada yg nelpon di konpirmasi saya mau berenti.. jaringan sudah tidak ada, pas akhir november tiba tiba ada tagihan 845,000 .. katanya untuk bulan Oktober sama november... padahal selama bulan November jaringan tidak ada... SANGAT SANGAT KECEWA,,, KALOU BULAN OKTOBER SAYA IKLAS BAYAR.. TAPI BUAT BULAN NOVEMBER SAYA sedikit pun gak make dan jaringan pun sudah gak ada... coba minta penjelasannya....??",1,0
Gimana cara pake telp gratisnya???,4,1
Ok banget,5,1
Banyak pilihan paketnya,5,1
"Selama pakai indiHome, semua berjalan lancar. Hampir tidak ada gangguan. Hanya saja tagihannya yg kalah bersaing murah dengan operator2 lainnya.",5,1
"bulan pertama ,, pakainyalancar,, bulan ke 2,, mabuk,, lambat",3,0
"Setelah update selalu gagal masuk, psw ( sudah pernah digunakan ), ganti psw yg baru juga dijawab sama",3,0
"Mau bayar juga susah amat sih, segala gangguan",1,0
pengalaman saya kurang mengenai Indihome kurang begitu bagus saya mengajukan pemasangan namun tidak bisa dengan beberapa hal yang pertama adalah tidak ada nya tiang kata yang survey dan yang kedua kabelnya tidak bisa masuk ketempat saya begitu yang di katakan orang yang survey apakah saya bisa layanan Indihome,3,0
Mau masukin nomor indihome aja susah banget,1,0
Kadang suka ngelag,4,0
Internet mati call center indihome 188 kok ga bisa dihubungi?? Pengaduan lewat live chat balesnya lama banget 🤦🏻‍♂️ tolong lebih profesional lagi terutama untuk kemudahan akses pengaduan konsumen!,1,0
Sangat membantu,5,1
"Sangat membantu dalam masalah jaringan, jika terjadi trouble, dan memudahkan untuk melakukan pembayaran.",5,1
sangat memuaskan,5,1
Untuk awalan lumayan bagus,5,1
"Harusnya kasih penilaian ny minus bgt ,karna point gk bisa dipakai tp tau tau ilang ,dan cs pun tidak membantu seperti gak ada guna nya point yg di berikan 👎👎👎👎👎👎👎👎👎👎",1,0
"Aplikasi terjelek yang saya punya, loading terus menerus setelah ditunggu lama error ada pemeliharaan trus sudah 2 tahun kayak gtu",1,0
Aplikasi ubek tidak bisa di pake mohon di hapus dariplaystore kalau cari sa ke lombokinino wfi saya,1,0
"Semakin hari,bulan dan Tahun indihome sellu menampilkn perubahan..Terima Kasih sdh melayani kami sekeluarga lbh dr 4 Tahun",5,1
"Aplikasi lemooottt,, sampaaaahh",1,0
Memberikan kemudahan antara customer dengan teknisi lewat perantara mobile,5,1
Lemot!!!,2,0
"keren , pelayanan ramah",5,1
Mantap,5,1
"Setelah di-update malah keluar sendiri aplikasinya, mohon segera diperbaiki",2,0
app kapan fix cras mulu smpek bosen nunggu,1,0
Nice,5,1
Aplikasi ini harusnya jangan dipake dulu kalau masih dalam tahap pengembangan karena buat konsumen sulit dalam mengakses nya. Saya sudah beberapa kali mengajukan laporan tapi belum ada tanggapan,1,0
Mantap,5,1
"Jaringan lelet sama kyk responnya ,bukannya di perbaiki malah di beri kata kata mutiara ""Dear pengguna maaf untuk ketidaknyamanan anda"" giliran pembayaran aja di tagih sampe akhirat ,tapi untuk perbaikannya sangat lambat. LALOD LELET LAMBAT.",1,0
Nice app,5,1
"Lambat,loading lama,cek voucher error mulu tiap bulan....!!!",1,0
"masuk nya susah lama nunggu kode ferivikasi, dan bisa keluar sendiri",1,0
Mantaaaap..... ..,5,1
Ketika ingin membuka lapor ganguan pasti lemot,2,0
"Voucher saya hilang udah komplain berkali kali tiap hari, masih belum dibetulin",1,0
Oke,5,1
Bagus,5,1
"Terima kasih layanan gangguan cepat ditangani secara profesional, jaga selalu kualitas layanan selalu ditingkatkan dan diperbaiki, terima kasih",5,1
"Kwalitas layanan buruk, sulit untuk di konfirmasi, padahal cuma mo menanyakan kenapa paket bulanan saya jadi bayar nya mahal...",1,0
"Untuk masuk Ke Aplikasi lambat,, terkadang terputus koneksi nya sangat tidak nyaman mengunakan nya 🙏",2,0
Lambat,1,0
"Sangat rekomendet sekarang indihome,, semuanya sudah mantul,, semoga selamanya begini,,👍👍👍👍👍",5,1
Sangat informatif,5,1
Kadang lolet,4,0
aplikasinya sangat lambat tidak bisa melakukan penukaran poin padahal speed Indihomenya yang 100mbps komplain via aplikasi tiba-tiba sudah close aja masalahnya,1,0
"Ngurus PDA, lama sekali prosesnya. Sampe 4 hari blm bisa digunakan",1,0
Aplikasi aneh minta rincian tagihan tapi ga di kasih buat apa kalo complain,1,0
Bagus,5,1
Akurasi kurang pas.. prangkat terhubung cuma satu.. di kterangan ada 5.. bikin curiga ke orang Tolong di perbaiki.. dan jangan terlalu lambat aplikasinya,4,0
Indihome sangat bagus tingkatkan,5,1
Ok,5,1
Jos,5,1
Begitu trouble langsung penanganan cepat,5,1
"apk log ut sendiri setaip beberapa bulan dan ngeselin ,udah pake sidik jari buat masuk malah mentok di menu login, harus masuk pake nomor / email baru bisa. dulu ga gini ,dulu sekali sidik jari langsung masuk, di perbaiki dong aplikasinya!!!!",1,0
"Sejelek jelek nya orang, lebih jelek jaringan IndiHome 👎👎",1,0
ko gk bisa masuk,1,0
"Aplikasi lemot, pakai wifi pun muter2 ga jelas, mau bayar via apk nunggu muter setengah jam",1,0
"gak responsif, lambat, banyakan loadingnya",1,0
Myindihome top markotop deh saya puasss sangat puas,4,1
Nice,5,1
ok sip,5,1
Mantap lur....tingkatkan terus kualitas dan kuantitas internet mu maju jaya gaes,5,1
Ok,5,1
Mantap,5,1
mantap,5,1
good job,5,1
"Aplikasi tidak responsif, bisa dibilang lemot parah🙏",1,0
"Aplikasi lemot, loading mulu, udah coba bolak balik keluar aplikasi masih sama aja. Please segera di perbaiki.!!!!",1,0
mudah dan lengkap informasinya,5,1
"Sampai saat ini, saya masih setia menggunakan Indihome. Karena selain jarang trouble, jaringannya pun cukup stabil. Kalo ada masalah/keluhan, juga cepet direspon dan ditanggapi.. Mantap lah.. 👍 Semoga kedepan lebih baik lagi..",5,1
Sangat membantu dan memudahkan untuk gangguan dan keperluan yang lain,5,1
"Abis di update malah Force Close terus, gabisa beli paket internet.",1,0
"bagus masyaAllah,, cepat tanggapnya👌",5,1
"SUMPAH NIH INDIHOME AKHIR-AKHIR TAMBAH JENGKEL ,GAK ADA SEBULAN FULL NORMAL ? ADA AJA GANGGUAN NYA AMPUN DAH BAYARAN MAHAL LAGI",1,0
Semuanya lancar jarang sekali terjadi gangguan,5,1
Ok,5,1
sangat membantu dalam pekerjaan dan sehari2..semoga semakin banyak promonya,5,1
2 x download 2x gak bisa di akses dengan jawaban meningkatkan pelayanan Internet di rumah rusak Kekantor jauh Aplikasi gak bisa dipake Giliran udh dkat waktu pembayaran di wa terus Gak bermutu,1,0
"makin kesini makin jelek indihome, sinyal ga stabil, buat main game sering jumping padahal yang make cuma 2 device, lama"" pindah provider inimah",1,0
"Selalu keluar sendiri, mau cek tagihan pun payah",1,0
ok,5,1
Sangat oke..,5,1
Terbaik,5,1
Ok,5,1
"buruk, aplikasi selalu error",1,0
Udah Langganan sama aplikasi ini dari tahun 2019 sampai dengan sekarang dan selalu memberikan yang terbaik untuk pelanggan. Terima Kasih MyIndiHome,5,1
App nya Tidak bisa di buka...mohon di perbaiki Bug nya...,2,0
"berguna bgt buat bikin laporan klo ada gangguan,pelayanan nya cepat dan ramah",5,1
Good,5,1
Mau lapor aduan sering gagal,1,0
Kereenn,5,1
Joss bosss,5,1
Ok,5,1
Sering bermasalah modem internet di rumah saya. Pas pengaduan lewat aplikasi sangat sulit berhasil masuk pengaduannya.,2,0
Bosa jadi semua baik ...asal tidak merugikan pelanggan dengan cara apapun sekecil apapun .,5,1
Saya sangat puas.,5,1
mntap pelayanannya,5,1
"Aplikasi lolanya ora umum, mau laporan keluhan susah",1,0
Pelayanannya sangat baik dan selalu tepat waktu Selalu sat set Ndak nunggu waktu besok,5,1
"Nggak di apk, nggak di web, buruk, gk fungsi. Parah sama sekali gk ada perubahan.",1,0
"tolong diperbaiki lagi, setlah update malah gak bisa di buka di android 10",3,0
Mantaphuuuuu,5,1
"Aplikasi ga bisa di gunakan setiap klik menu silahkan cek jaringan , padahal pake wifi Indihome juga aneh ,,",1,0
"barusan pulang dr grapari telkomsel lamongan. saya dilayani sangat baik oleh mas2 & mbak2 yg bekerja disana, kendala upgrade speed indi saya langsung dibantu ditangani dan di proses dengan baik.",5,1
Mantap Indihome,5,1
semakin keren app ini. di buka mental terus. hapus saja dari pada hpnya rusak.,1,0
ok,5,1
"Sore daftar online,ditelp verifikasi pagi tehnisinya datang sore ON. Luar biasa cepat layanannya",5,1
"Sangat baik, Dan cepat penanganannya, Terimakasih indihome",5,1
"paket internet dak aktif otomatis sehingga tidak bs di pakai satu bulan, tagihan tetap full. heran dasar tagihannya apa 🤣",1,0
Bagus banget,5,1
Goodness Of Internet,5,1
"Tolong lah indihome aplikasi nya di percepat lagi hadeuh, sekedar masukan untuk programer dan pengembang aplikasi nya",1,0
"Setiap kali mau cek status indihome selalu ke logout teruslah, harus ganti passw barulah, selalu re-instal apk, kode baru buat ganti passw sudah kadaluarsa padahal baru copy code gak ada 1menit, itu passw ya yang bikin"" sendiri harus ganti terus, code gak bisa, gak jelas banget. Gak kuota, orbit, wifi masalah terus, udah dibela""in bayar mahal tapi masih seenak jidat pelayannya, apknya, dibenerinlah tolong masa kalah sama brand sebelah.",1,0
ok,5,1
apk sangat lemot sekaliiiiiii,1,0
Bagus cuma kadang eror sendiri,4,1
Pelayanan cepat tepat skrg,5,1
Mantap pakai indohome,5,1
Sudah tidak bisa menambah nomer indihome yg di kelola,1,0
"Baru nemuin kali ini, penyedia layanan internet kok aplikasinya jelek begini, udah susah dibuka sering error, beratnya minta ampun, buka Netflix aja lebih cepet dari ini, sungguh membuat emosi.",1,0
Good job,5,1
"Aplikasi nya makin parah, sekelas BUMN kok aplikasinya kacau gini ya",1,0
Banyak kemudahan dan jaringan stabil,5,1
Operatot IndiHome selalu membantu ketika konsumen mengalami masalah,5,1
Kagak jelas aplikasinya point gak di pake kok kena penghapusan point mana servernya lag bet lemot kayanya pake server gratis nih 00webhost kayanya,1,0
Fast respon Best,5,1
Baik,4,1
"Mantab, layanan ketika ada masalah teknis langsung tanggap cepat selesai",5,1
"wifi paling menjijikan, kalo tempat lu support wifi lain pake yang lain aja, jangan pakr indihome. lemot pol buat game apalagi, langsung drop 999ms bosku",1,0
Responsive para petugas dilapangan ketika ada gangguan jaringan,5,1
Ok ok,5,1
"Pelaporan melalui app myindihome ditanggapi secara cepat, kami langsung dihubungi untuk tindaklanjutnya. Terima kasih atas gerak cepat yang diberikan.",5,1
Lelet,2,0
INDIHOME raja internet di Indonesia.. paling bagus dan stabil. Mantaaap INDIHOME 👍👍,5,1
Sangat membantu dan sangat baik,5,1
Respon cepat,5,1
bagus,5,1
Aplikasi nya sering ngadat,3,0
"Indihome tolong jangan sering telepon2, ganggu kerja dan gak penting. Maaf 🙏 Saya sudah berlangganan setahun lebih dan bayar tepat waktu sebelum tanggal 20 setiap bulannya. Gak perlu kali telepon2, bisa chat kan via wa atau email yg ada. Kenapa? notif tagihan? Santai donk. Ini perbaiki dulu apk my indihome, dah update tetep lelet. Okeyyy",1,0
suka eror LOADING LAMA PDAHAL KECEPATAN UDH OPTIMAL TOLONG DONG DI PERBARUI PERCUMA BAYAR MAHAL TAPI FASILITASNYA JELEK DAN LEMOT MASIH LAJU KURA KURA BERJALAN DARI PADA INI LELET DAN LEMOT BEDA DENGAN SLOGAN SPESIFIKASI JARINGAN NYA,2,0
Bagus,5,1
Baru bayar langsung aktif kurang dari 10 menit,5,1
Selama saya bergabung dengan Indihome sangat puas,5,1
"Respon keluhan pelanggan lewat aplikasi ini simpel dan cepat, serta operator dan teknisinya ramah🙏",5,1
"Aplikasi terlalu berat, apakah bisa lebih di ringankan?",5,0
Respon cepat..bila ada gangguan kendala.,5,1
"Wifi Ter lag parah, padahal cuman buat main mlbb doang bisa ping 200 an aneh emang indihome. Benerin dulu sana",1,0
biasa ae,5,1
Normal dan bagus,4,1
"Kenapa fitur selfcare tidak bisa digunakan lagi,, padahal sudah melengkapi profil,, aplikasinya makin kesini,, makin kesana,, mohon diperbaiki lg aplikasinya,,",2,0
Mantap,5,1
Nice,5,1
Semakin baik,5,1
Cepat.. dan tepat,5,1
"kenapa spot tv hilang, padahal itu add on, di bayar Krn di inginkan klw g ada lagi add on di berhentikan ajah",2,0
"So far gud penanganannya, cuma paling kadang app nya suka force close",5,0
Loading lambat padahal jaringan lancar,1,0
"Tambah ribet,gak jelas",1,0
Terimakasih Indihome atas pelayanan nya,5,1
Kenapa pas verifikasi gagal melulu iyah,4,0
Sinyal nya selalu trouble,1,0
"Respon laporan gangguan cepat, langsung ditangani",5,1
Semakin lemot. Loading lama. Sering keluar sendiri dadi aplikasi,1,0
Sangat membantu sekali untuk mencari informasi dalam segala bidang,5,1
Mantap update my Indihome skrng,5,1
Mantap,5,1
Apa sedang ada maintenance kah? Udh bbrp hari buka apk lgsg close sendiri,1,0
"Langganan bulanan kuota tapi kuotanya sering telat masuk, jadi percuma dan malah nombok, goks indihome",1,0
Jaringannya makin lemot dan sering terganggu.,4,0
"Bagus layanannya, tingkatkan lagi.",5,1
Jaringan lancar,5,1
Sampai sekarang oke okeh saja,5,1
Bener pas saya update malah ga ke buka gmna saya mau buat laporan yang parah nya pas kita Ada tlpon penawaran naek Mbpsb trus tidak kerespon dikira kita ga kerja..jaringan kita jadi lemot.. Padahal saya sudah berlangganan lebih dari 3tahun,1,0
Best,5,1
"Mohon maaf, knpa yah, jaringan jelek trus, Makin kesini bukan nya bagus malah makin jelek",1,0
Pelayanan yang baik dan cepat,5,1
Penawaran yg menarik,5,1
"Aplikasi yang sangat baik & tanpa ribet. Saya suka aplikasi ini karena dapat dengan mudah untuk mengakses apa saja yang kita inginkan seperti paket yang murah dan berpariasi, dan juga sangat banyak promo menarik dengan harga paket yang sangat rekemended",5,1
Pelayanan indihome cepat dan sangat baik trmksh,5,1
Lumayan bagus,4,1
Oke,5,1
Puas lah,5,1
Top markotop,5,1
Terima kasih indihome sudah banyak membantu saya dan keluarga jaringan sangat bagus,5,1
Sangat recomended dlam pelayanan internet home,5,1
"terima kasih My Indihome atas pelayananya yang memuaskan🙏 🙏 , pokoknya My Indihome yg terbaik 🙏🙏",5,1
sering tdk looding,4,0
parah sudah jaringanya busuk aplikasinya tambah busuk internet langganan 500 rb per bulan dapatnya ampas gini ashu,1,0
"Jangan langganan layanan ini, tidak responsif dan pelayanan dioper sana oper sini dan banyak bohongnya",1,0
IndiHome membuat yang jauh terasa dekat,5,1
Sudah bayar tidak bisa dipkai,1,0
Ok,5,1
Kenapa gak bisa sama sekali buat pengaduan,2,0
Gangguan teruss,1,0
Okey,5,1
"Internetnya parah, aplikasinya ngeselin..... Cukup sekali aja.... Ngeselin banget....",1,0
Jarang sekali ada masalah...tingkatkan👍,5,1
Lupa kata sandi dan ketika ingin membuat kata sandi baru kok selalu gagal mebuat kata sandi baru ini kok makin kesini apk ini sering eror ya.,1,0
"bodoh kali, lemot kali aplikasimu, gimana mau bayar tagihan kalau tidak muncul jumlahnya",1,0
jaringan masih agak lemot,3,0
Pokok na paling suka,5,1
"Suka eror..,dan selalu minta login masuk",2,0
"Saya kasih bintang empat. Tolong pihak Indihome kalau bisa untuk masuk verifikasinya bisa lewat email jangan lewat no hp aja, dipemilihan dibilang pilih metode verifikasi tapi cuma dari no telfon. Tolong diperbaiki 🙏🏻",4,0
Sangat puas dengan layanan indihome dan operator nya cepet sekali bila ada gangguan,5,1
"tolong setiap update, data user gak hlang. tolong opsi verifikasi via SMS di munculkan lagi. tolong ini kenapa stlah update gak bisa login.",1,0
"aplikasi semakin tidak jelas,,sinyal data lancar tapi masih saja lemot, kadang juga gagal memuat..",2,0
Ok,5,1
Sedang melakukan peningkatan layanan terusssssssssss mau masuk ga bisa2 dr bbrp bulan Ya Allah parahhhhhhhhhh,1,0
Mantap,5,1
Mantappp,5,1
ndak beri solusi,1,0
Teknisinya gercep👍,5,1
"Di Aplikasinya ada pilihan untuk upgrade speed, tapi kenapa setiap saya klik kok selalu ada pesan ""Mohon maaf, kami sedang melakukan peningkatan pelayanan' Kalo gk gitu muter2 terus.. Gimana ini Pak..",3,0
Mantappp,5,1
Lelett buka aplikasinya😩,1,0
force close di poco m4 pro,1,0
Aplikasi crash lemoottt parahhhh ini g mampu bikin aplikasi yg bagus napa!!!!,1,0
sinyalnya bagus,5,1
loading lama!!!!,1,0
Mantap,4,1
Pelayanan nya membaik setelah di komplain terakhir 2021. Hingga saat ini indihome memberikan pelayanan yg baik.,5,1
Bagus jaringanx stabil.. Murah lagi,5,1
Habis update close mulu,1,0
Saya suka menggunakan IndiHome,5,1
Layanan tehnisi lokal sangat Lambat. Jika tlp ke 188 utk gangguan harus menggunakan pulsa yg cukup mahal,5,0
Bug,1,0
Pelayanan sangat memuaskna,5,1
App sangat membantu,5,1
Mahal doang..sinyal putus2...kalo kaya gini bakal ditinggalin sama pelanggan,1,0
Lemot,1,0
Sampe kapan ini masa sudah kna fuf gk bsa di prpanjang,1,0
Membantu kebutuhan internet & hiburan,4,1
"Di deteksi oleh system hp, ""sering mengalami kerusakan""",1,0
"Uda bayar tagihan bulanan tiba2 jaringan malah terisolir dan harus suruh bayar?mau bayar sebulan 2x apa gmana?,ini operatornya tidur apa gmana?gak aktifin internet orang yg uda bayar",1,0
Mantap jiwa,5,1
"Jaringan mati 3 hari, hubungin cs diolor2 terus. Suami belain cuti krn janjian hari ini, malah gak dateng. Mengecewakan. Suruh nunggu sampe seminggu?",1,0
Aplikasi sama signal nya sama2 lemod. Parah,1,0
Sangat membantu.....,5,1
"Aplikasi my indihome kok lemot sekali..beda jauh sma my telkomsel...padahal jaringan udh bagus,buka yg lain lancar tp pas buka app my indihome selalu lemottt..tolong servernya digedein",3,0
Ok,5,1
"Update 10 nov 2023, apk keluar / menutup sendiri, sudah coba instal ulang tetap sama, tidak bisa di jalankan",2,0
"Bagus, mudah digunakan",5,1
Aplikasinya lemot bgt anjg,1,0
"Aplikasi bagus, loading menu agak lambat atau error",4,1
Mantaaap,5,1
Ribet amat. Tibang mau masuk aja susah minta ampun. Harus verifikasi nomber HP. Udah jelas2 pake email. Udah terkonfirmasi. Malah minta verifikasi lagi harus pake no hp. Udah tau no nya ga aktif. Mau bayar tagihan aja d bikin ribet,1,0
"Baik banget, kadang-kadang kasih bonus juga",5,1
Ini mau update g bisa. wifi molai lemot mau cek data gak bisa.,5,0
Bayar mahal2 buat bikin emosi,1,0
sinyal internet bagus ..,5,1
Ok,5,1
Mantap Laporan gangguan ditanggapi dengan cepat.,5,1
"Kepada developer, kalau masih bug, jangan update file. Kita yang memakai jadi tidak bisa, apk logout terus. Mohon perbaikan secepatnya, terimakasih.",2,0
Internet terganggu,3,0
mahal doang. jaringan jelek!!!,1,0
"Ga ada smooth2nya, loading mulu dimenu, penukaran poin lelet sampe crash padahal ini indihome raja internet indo, masa IT ga bs update aplikasi supaya lebih baik yg loadingnya cepet",1,0
"Kenapa sekarang jadi sering eror, sudah bayar tapi disistem gak berubah belum bayar",3,0
"Aplikasi ya lemot lemot banget, mau cek tagihan ajh sampe kesel hati ga kebuka"" , kepada pihak terkait mohon agar di perbaiki lagi sistem apk nya, kalo jaringan wifi nya udh males bahas , karna kalo musim ujan udah deh jgn berharap wifi nya bisa lancar ...",2,0
Dari pertama sampai sekarang tetap pake Indihome,5,1
Good aplikasi,5,1
Mudah dipahami respond cepat,5,1
saya mau komplen indihome kemana ??? bayar mahal jaringan parah sinyal lemot ???,1,0
"Ini bagaimana ya, baru download tidak bisa dibuka sama sekali",1,0
"Lumayan Informatif Tapi Setiap Waktu Ada Update dan Besar, jika memang diperlukan update nya tidak usah besar besar",4,1
Bagus,5,1
Update nya jgn sering2,5,0
"gak bisa bayar lewat myindihome, susah bayar lewat luar aplikasi. giliran telat bayar langsung bisa. hati hati lintah juga ini provider! 👎",1,0
"haduhhh. saya bikin akun baru sekali. keluar. pas.masuk. ganti sandi gak bisa, keterangannya sandi pernah digunakan. coba bikin sandi lagi, gak bisa lagi. sampai berkali2. digunakan kapan. apa seribu kali cari sandi lain pernah digunakan juga. gimana sih... ini kelas telkom lohhh",1,0
"kenapa aplikasi simpel milik penyedia internet justru lemot kaya loading game berat y, pdhl cuma tampilan informasi ringan spt tagihan dll, rata2 aplikasi bumn lemot",2,0
ok,5,1
Sinyal kuat,5,1
"Mau lapor gangguan gak bisa,tukar poin juga gak bisa.trus gunanya apa?",1,0
"Ini gimana setelah update malah keluar terus aplikasinya,force close di android 11 sama android 9",1,0
Pelayanan bagus sekali,5,1
"Update terus, harus login ulang, tidak mengganti kata sandi, sangat tidak nyaman 👎🏻",1,0
"Gajelaaasssss, Paling satu bulan ga kebuka ni aplikasi, eh malah sandi tidak luarsa, baru juga mau masuk, baru masukin email kok langsung sandi tidak luarsa? Gimana cerita nya emang saya udah nyoba masukin sandi? Emang dalam satu bulan wajib ganti sandi? Konyol,.",1,0
"Pelayanan MyIndiHome tergantung signal internet, bila wifi sering gangguan internetnya juga terganggu",4,0
Perbaikan gangguan cepat,5,1
Sangat puas,5,1
Mantap sangat rekomendasi buatnya blm daftar,5,1
"Aplikasi terburuk yg pernah ada, layanan internet terburuk juga yg pernah ada, selalu gangguan, ketika diberbaiki teknisi normal, tapi besoknya gangguan lagi.",1,0
ok,5,1
Login aj gk bisa ......Sistem sedang mengalami kendala .... terus ...,1,0
"Aplikasinya user friendly banget, banyak promo menarik dan untuk pembayaran pun jadi gampang banget. Gak nyesel lah pake IndiHome",5,1
sangat membantu,5,1
ok,5,1
Lelet g bisa kebuka,1,0
Lelet. Tambah kota juga sama aja loding terus. Sekarang mau di turunin kutanya. Susah bangettttt.. kaya yg mau maling aja. Harus aplus link lah. Sedangkan setiap yg di kirim selalu. Ispairi. Pusing gua,2,0
Okee,5,1
"makin hari makin lemot, gausah masang lagi indihome wifi balaaa",1,0
Perbaiki wifi nih oiii sudah bayar masih aja ngelag,1,0
"Ini yg buat apk bisa yg lebih berkompoten gak sih,masa kita masih disuruh pake apk kayak jaman majapahit,udah sering nge stack,forclose,bingung sistemmnya gimana,gua daftarin tapi kaga bisa2 call center nelpon kaga ada solusi yg dikasi,dia bicara sesuai teks doang",1,0
Aapp auto face closed,1,0
Well.... So far sih okay ya... Let's see for a few days more ya,5,1
"Kebiasaan kalo abis ujan ga jelas , lemot nya sampe pengen gigit modem , sinyal wifi ilang terus , tidak ada koneksi internet , sinyal wifi ilang gimana sih ini bayar doang mahal kualitas jelek",1,0
Mantap,5,1
semoga Telkomsel untuk kuota paketan nya tambah murah,5,1
Sangat Membantu,5,1
Top markotop,5,1
Ok,5,1
Ok,5,1
Sejauh ini sinyal bagus. Untuk 1 thun ini enak buat game online. Teknisi jg gerak cepat jika ada komplain. Saya menikmatinya,5,1
Yg terbaik,5,1
sering gangguan,1,0
Setelah pembaruan kenapa tidak bisa masuk ke aplikasi?,1,0
Ini app my indihome lg error ya,4,1
