content,score,label,preprocessed_content,at,prediction,predicted_label
aplikasi gembel kya buatan bocah sd,1,0,aplikasi gembel kaya buat bocah sd,20/10/2023,0.6972449,1
"Youtube lancar, buka aplikasi my indihome kyak siput..",1,0,youtube lancar buka aplikasi my indihome kayak siput ,20/10/2023,0.6177094,1
"To be honest klo ada bintang setengah aku kasih setengah. Aplikasinya sumpah jelek bgt ngebug terus. Ini gmn sih org engineernya ko develop apps aha gbs? Jaringan indihome gangguan mulu, udh bayar tepat waktu malah diisolir akunnya. Maunya apa coba -_- kontak CS by tlp, wa, dm ig ga ada respon. Budug bgt semuanya indihome jelek bgt pelayanannya ga sebanding sm harganya yg mahal",1,0,tapi be honest kalo ada bintang tengah aku kasih tengah aplikasi sumpah jelek banget ngebug terus ini bagaimana sih orang engineernya kok develop apps aha enggak bisa jaring indihome ganggu mulu sudah bayar tepat waktu malah isolir akun mau apa coba  kontak cs by telepon wa dm ig enggak ada respon budug banget semua indihome jelek banget layan enggak banding sama harga yang mahal,21/10/2023,0.002433965,0
"Internet lemot sekali padahal bayaran slalu ontime,perbaiki dong sistemnya,,kalau tidak mau pelanggan pergi",1,0,internet lemot sekali padahal bayar selalu ontime baik dong sistem kalau tidak mau langgan pergi,31/12/2023,0.001204251,0
Layanan cepat dan tanggap,5,1,layan cepat dan tanggap,23/11/2023,0.9982693,1
Gak fungsi,1,0,enggak fungsi,13/02/2024,0.033730995,0
"Untuk saat ini sy puas dg fasilitas, pelayanan, dan service dari indihome. Jaringan anti lemot , jarang sekali gangguan. Layanan tim teknisi nya jg sangat cepat.",5,1,untuk saat ini saya puas dengan fasilitas layan dan service dari indihome jaring anti lemot jarang sekali ganggu layan tim teknisi nya juga sangat cepat ,18/02/2024,0.99159884,1
Mantap..sangat menbantu,5,1,mantap sangat menbantu,11/10/2023,0.9985524,1
Good,5,1,good,17/10/2023,0.9959047,1
Menunggu Perbaikan yang memakan waktu hampir 1 hari,2,0,tunggu baik yang makan waktu hampir hari,06/11/2023,0.38625494,0
Apk lelet,2,0,apk lelet,30/11/2023,0.022725243,0
"Sangat mudah dipahami terus simpel dan lengkap menu nya, semoga kedepan di tambah menu reward poinnya supaya bisa menukar poin nya lebih banyak pilihan nya",5,1,sangat mudah paham terus simpel dan lengkap menu nya moga depan di tambah menu reward poin supaya bisa tukar poin nya lebih banyak pilih nya,25/09/2023,0.9986676,1
Parah...susah benar nukarkn poin festival......kayak ga niat adakan undian......pelanggan malah susah nukarkan undian Jujur...ini aplikasi plg lemot dlm penukaran poin....,1,0,parah susah benar nukarkn poin festival kayak enggak niat adakan undi langgan malah susah nukarkan undi jujur ini aplikasi pulang lemot dalam tukar poin ,11/11/2023,0.000297851,0
Baik,5,1,baik,30/12/2023,0.98237866,1
Sangat memudahkan untuk layanannya,5,1,sangat mudah untuk layan,06/02/2024,0.9989463,1
Mantap & stabil,5,1,mantap stabil,11/10/2023,0.9993719,1
Mantap...👍,4,1,mantap ,12/01/2024,0.9967573,1
"Koneksi internet tidak stabil, payah Telkomsel",1,0,koneksi internet tidak stabil payah telkomsel,26/10/2023,0.51502764,1
Terus maju..,5,1,terus maju ,28/11/2023,0.87489814,1
"Tolong perbaiki pelayanan internet nya suka tiba tiba mati tidak ada jaringan,dan respon segera segala keluhan pelanggan dengan cepat dan tanggap, terima kasih.",3,0,tolong baik layan internet nya suka tiba tiba mati tidak ada jaring dan respon segera segala keluh langgan dengan cepat dan tanggap terima kasih ,26/10/2023,0.053106446,0
Sangat Puas,5,1,sangat puas,04/02/2024,0.9961921,1
Oke,5,1,oke,10/01/2024,0.99427706,1
Waah jaringannya makin mantap aja nich sekarang...,5,1,wah jaring makin mantap saja nih sekarang ,20/11/2023,0.96088684,1
"Joss, Moga lebih d tingkatkan lagi kwalitas dan layanan y lg, Minta di ganti router karena uda 3 thn terpakai..",5,1,jos moga lebih di tingkat lagi kwalitas dan layan ya lagi minta di ganti router karena sudah tahun pakai ,22/09/2023,0.9993105,1
Bagus,5,1,bagus,14/12/2023,0.9971563,1
Langsung force close dong mau verifikasi email -_-,1,0,langsung force close dong mau verifikasi email  ,11/01/2024,0.002091064,0
Keamanan lebay lebih2 aplikasi banking. Super ribet. gak simpel lu lebay,1,0,aman lebay lebih aplikasi banking super ribet enggak simpel lu lebay,19/02/2024,0.014374281,0
oke,5,1,oke,20/10/2023,0.99427706,1
Pelayanan sangat baik apabila terjadi ganguan,5,1,layan sangat baik apabila jadi ganguan,15/01/2024,0.9973915,1
"Pelayanan cepat, ditempatku jarang gangguan bahkan tidak ada gangguan, thanks indihome",5,1,layan cepat tempat jarang ganggu bahkan tidak ada ganggu thanks indihome,21/11/2023,0.77067524,1
Oke bagus sinyal panteng,4,1,oke bagus sinyal panteng,08/12/2023,0.9981978,1
Guud,5,1,guud,20/02/2024,0.86149234,1
Mantap👍👍👍,5,1,mantap,19/10/2023,0.9967573,1
Aplikasi Indonesia,5,1,aplikasi indonesia,24/11/2023,0.3905112,0
Tiket aduan langsung direspon,5,1,tiket adu langsung direspon,10/11/2023,0.16940367,0
"Bagus koq,,klo ga bagus ga mungkin langganan..thank you indihome, tingkatkan terus pelayanannya ya..",5,1,bagus kok kalo enggak bagus enggak mungkin langgan thank you indihome tingkat terus layan ya ,20/10/2023,0.9271043,1
Mantap,5,1,mantap,17/02/2024,0.9967573,1
Good app,5,1,good ap,24/11/2023,0.98323715,1
"Masih banyak bug dan kegagalan saat membuka opsi menu, mohon segera di perbaiki",2,0,masih banyak bug dan gagal saat buka opsi menu mohon segera di baik,27/11/2023,0.002296169,0
Ok,5,1,ok,29/12/2023,0.9959974,1
Sering ganguan apalagi di hari libur 🗿,4,0,sering ganguan apalagi di hari libur ,17/10/2023,0.01172608,0
"Sudah seminggu mau upgrade paket , dari pihaknya belum datang - datang , padahal bayar kaga pernah jatuh tempo 👇",1,0,sudah minggu mau upgrade paket dari pihak belum datang datang padahal bayar kagak pernah jatuh tempo ,25/12/2023,0.002372696,0
Bug crash mulu,1,0,bug crash mulu,26/11/2023,0.00441538,0
Lah ga bisa login anjir,1,0,lah enggak bisa login anjir,05/02/2024,0.010723027,0
Promo lagi yang 300mbps,5,1,promo lagi yang mbps,26/10/2023,0.98936677,1
sangat baik,5,1,sangat baik,12/01/2024,0.99449384,1
Top spedd,5,1,top sped,24/12/2023,0.9835126,1
"Semenjak pakai apl ini,, bukannya. Membaik malah buruk menyesal pakek apl ini ,, indihome semakin memburuk mulai tiap tgl 20 ,, sudah bayar tagihan rutin ,, bukannya lancar malah buruk jelek ,jaringan internet lemot",2,0,semenjak pakai apl ini bukan baik malah buruk sesal pakai apl ini indihome makin buruk mulai tiap tanggal sudah bayar tagih rutin bukan lancar malah buruk jelek jaring internet lemot,23/10/2023,0.000946313,0
"Loading page terlalu lama dibuka, dan terlalu berat aplikasinya",1,0,loading page terlalu lama buka dan terlalu berat aplikasi,09/10/2023,0.001778438,0
"Semakin kesini semakin error apk nya, kemarin-kemarin gak bisa klaim voucher, sekarang malah apk nya gak bisa dibuka, close sendir terus. Mohon diperbaiki lah, tanggapi ulasan saya ini, saya gak pakai twitter soalnya.",1,0,makin kesini makin error apk nya kemarin kemarin enggak bisa klaim voucher sekarang malah apk nya enggak bisa buka close sendir terus mohon baik lah tanggap ulas saya ini saya enggak pakai twitter soal ,25/11/2023,0.001208899,0
Aplikasi My Indihome UI nya simple & Keren Sangat melambangkan Indonesia. fiturnya cukup lengkap dan memudahkan kontrol ke Wifi. Fitur FAQ/Bantuan sangat memudahkan kalau mengalami kendala jadi tak perlu khawatir. Kecepatan Indihome sesuai dengan paket yang dibeli. Saya berlangganan untuk masjid di daerah saya dan belum ada keluhan dari para jemaah pengguna wifi. 1 tahun 8 bulan berjalan langganan myindihome dan semoga seterusnya amiin,5,1,aplikasi my indihome ui nya simple keren sangat melambang indonesia fiturnya cukup lengkap dan mudah kontrol ke wifi fitur faq bantu sangat mudah kalau alami kendala jadi tak perlu khawatir cepat indihome sesuai dengan paket yang beli saya langgan untuk masjid di daerah saya dan belum ada keluh dari para jemaah guna wifi tahun bulan jalan langgan myindihome dan moga terus amin,26/09/2023,0.9564638,1
"Aplikasinya tidak cukup membantu, terutama untuk layanan keluhan/gangguan tidak bisa",2,0,aplikasi tidak cukup bantu utama untuk layan keluh ganggu tidak bisa,24/12/2023,0.039165225,0
"lama banget prosesnya. padahal lagi butuh pake wifi, emang dikira kita gabakal bayar apa? sampe double daftar buat ganti ke indihome. karena udah ga berlangganan pake first media. tolong diproses dengan segera, jangan buat orang nunggu lama! karena boros juga beli kuota berkali2 apalagi buat kerja digital konten seperti saya harus online terus terusan. tolong buat sales nya juga harus sopan santun, ga ada yg lucu dia ngechat pake emot ketawa. gak jelas! sengaja saya blockir no sales-nya.",1,0,lama banget proses padahal lagi butuh pakai wifi memang kira kita enggak bakal bayar apa sampai double daftar buat ganti ke indihome karena sudah enggak langgan pakai first media tolong proses dengan segera jangan buat orang tunggu lama karena boros juga beli kuota kali apalagi buat kerja digital konten seperti saya harus online terus terus tolong buat sales nya juga harus sopan santun enggak ada yang lucu dia ngechat pakai emot ketawa enggak jelas sengaja saya blockir no sales nya ,12/02/2024,0.006140437,0
"Logout sendiri dan gk bisa masuk lagi, lucu",1,0,logout sendiri dan enggak bisa masuk lagi lucu,20/02/2024,0.007733292,0
Nonton youtube 1080p 720p malah muter muter gangguan apa sih?,3,0,tonton youtube p p malah muter muter ganggu apa sih ,16/11/2023,0.002539969,0
"Selamat siang. Kepada INDIHOME terhormat, mengapa jaringan Tv jalur rumah mengalami gangguan (tidak bisa muter youtube). Mohon dibantu masalahnya. Terima Kasih.",5,0,selamat siang kepada indihome hormat mengapa jaring tv jalur rumah alami ganggu tidak bisa muter youtube mohon bantu masalah terima kasih ,25/01/2024,0.02009038,0
Ok,5,1,ok,05/10/2023,0.9959974,1
Alhamdulillah bagus nyaman lancar,5,1,alhamdulillah bagus nyaman lancar,01/11/2023,0.9995916,1
Sering trouble,3,0,sering trouble,18/01/2024,0.09703423,0
Ribet amat. Tibang mau masuk aja susah minta ampun. Harus verifikasi nomber HP. Udah jelas2 pake email. Udah terkonfirmasi. Malah minta verifikasi lagi harus pake no hp. Udah tau no nya ga aktif. Mau bayar tagihan aja d bikin ribet,1,0,ribet amat tibang mau masuk saja susah minta ampun harus verifikasi nomber hp sudah jelas pakai email sudah konfirmasi malah minta verifikasi lagi harus pakai no hp sudah tau no nya enggak aktif mau bayar tagih saja di bikin ribet,21/11/2023,0.000383339,0
Sangat membantu pada saat ngk eror tapi lebih banyak erronya,4,0,sangat bantu pada saat enggak eror tapi lebih banyak erronya,17/10/2023,0.25094074,0
Aplikasi terus menerus force close dan tidak bisa di akses,1,0,aplikasi terus terus force close dan tidak bisa di akses,26/11/2023,0.00143643,0
Super cepat pake wifi ini,5,1,super cepat pakai wifi ini,19/12/2023,0.9766804,1
"Aplikasi buruk dan jaringan wifi terburuk! Rasanya mau ganti wifi apa2 serba lemot, padahal udah bayar tapi malah belum bayar di aplikasi nya!!! Jadi mau ganti wifi jelek Indihome!!!",1,0,aplikasi buruk dan jaring wifi buruk rasa mau ganti wifi apa serba lemot padahal sudah bayar tapi malah belum bayar di aplikasi nya jadi mau ganti wifi jelek indihome ,20/11/2023,0.000339472,0
Ok,4,1,ok,06/11/2023,0.9959974,1
"Claim voucher 11.11 dah kaya claim tanah sengketa, lama dan hanya muncul ""miif kimi siding miningkitkin liyinin"" Punya point banyak tapi gk bisa digunakan, trus ada event 11.11 pas claim, selalu muncul kata mutiara diatas. Kalo gk niat ngasi voucher jgn bikin event gituan lah. Dah gk bisa di ambil, setiap tahun point ke reset, mubasirrrrrr.",1,0,claim voucher deh kayak claim tanah sengketa lama dan hanya muncul miif kim siding miningkitkin liyinin punya point banyak tapi enggak bisa guna terus ada event pas claim selalu muncul kata mutiara atas kalo enggak niat asih voucher jangan bikin event begitu lah deh enggak bisa di ambil tiap tahun point ke reset mubasir ,12/11/2023,0.001856599,0
Sangat membantu 👍,5,1,sangat bantu ,03/10/2023,0.99699557,1
Bagus tapi utk tekhnisi agar diperhatikan kehidupan yg layak,5,1,bagus tapi untuk tekhnisi agar perhati hidup yang layak,31/01/2024,0.30782923,0
Bagus,5,1,bagus,11/12/2023,0.9971563,1
ok,1,1,ok,15/02/2024,0.9959974,1
Membantu,5,1,bantu,20/12/2023,0.9912225,1
oK,4,1,ok,05/01/2024,0.9959974,1
"Aplikasi ngga bisa digunakan, mau pengaduan gangguan aja susahnya minta ampun, dibilang gangguan massal terus padahal punya tetangga sebelah kiri dan kanan, Wifi-nya aman-aman aja, massal apanya? Malah akhirnya langsung ke kantornya bikin laporan.. Jadi ngga guna kan aplikasinya.. Malah bikin susah aja.. Terus pas masuk aplikasi, loadingnya juga lama, malah nanti keluar-keluar lagi, asli bikin darah tinggi..",1,0,aplikasi enggak bisa guna mau adu ganggu saja susah minta ampun bilang ganggu massal terus padahal punya tetangga belah kiri dan kanan wifi nya aman aman saja massal apa malah akhir langsung ke kantor bikin lapor jadi enggak guna kan aplikasi malah bikin susah saja terus pas masuk aplikasi loadingnya juga lama malah nanti keluar keluar lagi asli bikin darah tinggi ,06/01/2024,0.000426653,0
Mantap,5,1,mantap,18/12/2023,0.9967573,1
bagus,5,1,bagus,18/10/2023,0.9971563,1
Oke Banget Indihome,4,1,oke banget indihome,03/10/2023,0.9961133,1
Jos,5,1,jos,27/12/2023,0.9932814,1
Lemot,2,0,lemot,26/11/2023,0.061654147,0
"Setelah up date malah gak bisa buka aplikasi,kalo bisa luama kayak berat banget bukanya,mgkn karena kebanyakan konten berat,atau mgkn juga mulai bangkrut semenjak dibeli telkomsel,dulu telkomsel anak perusahaan telkom eee sekarang jadi induk perusahaan...",1,0,telah up date malah enggak bisa buka aplikasi kalo bisa luama kayak berat banget buka mungkin karena banyak konten berat atau mungkin juga mulai bangkrut semenjak beli telkomsel dulu telkomsel anak usaha telkom e sekarang jadi induk usaha ,26/11/2023,0.000906498,0
Banyak menu yang tidak bisa di bukak,3,0,banyak menu yang tidak bisa di buka,10/12/2023,0.015024208,0
Tidak responsif.. emang kalo mau komplen pengaduan harus telpon buang duit..,1,0,tidak responsif memang kalo mau komplen adu harus telpon buang duit ,06/01/2024,0.001634302,0
Bagus,5,1,bagus,19/02/2024,0.9971563,1
terima kasih,5,1,terima kasih,11/12/2023,0.99746853,1
"Pelayanan buruk... main upgrade sesukanya tanpa konfirmasi sama pelangannya, mau di downgrade alasannya muter muter. Sekarang sdh dapat yang lebih baik dari indihome harga paket juga lebih murah",1,0,layan buruk main upgrade suka tanpa konfirmasi sama pelang mau di downgrade alas muter muter sekarang sudah dapat yang lebih baik dari indihome harga paket juga lebih murah,29/09/2023,0.001033265,0
Mantab,5,1,mantab,13/01/2024,0.99525476,1
"Pengaduan terkendala aplikasi slalu error', teknisi susah dikonfirmasi",3,0,adu kendala aplikasi selalu error teknisi susah konfirmasi,23/10/2023,0.004033725,0
Lanjut,4,1,lanjut,16/01/2024,0.9627504,1
"indihome tidak seperti dulu, peningkatan pelayanan tapi nyatanya sama aja. pembayaran 320 rb perbulan dgn kecepatan yg lemot parah, sering trouble kabel putus lah.. tanggapan teknisi lama. ganti provider aja lebih baik",1,0,indihome tidak seperti dulu tingkat layan tapi nyata sama saja bayar ribu bulan dengan cepat yang lemot parah sering trouble kabel putus lah tanggap teknisi lama ganti provider saja lebih baik,21/10/2023,0.002650105,0
Mantap jaringan nya,5,1,mantap jaring nya,20/02/2024,0.99490917,1
Aplikasi terjelek... Ngak mampu buat aplikasi atau ngak mampu bayar untuk buat aplikasi yang bagus... Sekelas IndiHome aplikasi nya ada tapi ngak berguna.. Jaringan bagus tapi ngak bisa akses...,1,0,aplikasi jelek enggak mampu buat aplikasi atau enggak mampu bayar untuk buat aplikasi yang bagus kelas indihome aplikasi nya ada tapi enggak guna jaring bagus tapi enggak bisa akses ,17/12/2023,0.001446651,0
"Aplikasi nya lemot bangetttt, ini gw mau bayar wifi tapi lemot haduhhhhhh indihome coba di perbaiki ini apk nya",1,0,aplikasi nya lemot banget ini gue mau bayar wifi tapi lemot haduh indihome coba di baik ini apk nya,20/11/2023,0.003043046,0
Baru satu hari install besoknya bermasalah,1,0,baru satu hari instal besok masalah,04/10/2023,0.7183632,1
Bagus,5,1,bagus,21/10/2023,0.9971563,1
Bagus,5,1,bagus,20/12/2023,0.9971563,1
Good,5,1,good,17/01/2024,0.9959047,1
Istimewa,5,1,istimewa,21/02/2024,0.86149234,1
Oke,5,1,oke,05/02/2024,0.99427706,1
mantap,5,1,mantap,31/01/2024,0.9967573,1
Top,5,1,top,16/02/2024,0.99201924,1
"sinyal burik sering gangguan gak jelas,sama aja gk bisa kepake,apalagi pas di butuhin malah gangguan,byar mhal"" kualitas jelek.",1,0,sinyal burik sering ganggu enggak jelas sama saja enggak bisa kepake apalagi pas di butuhin malah ganggu byar mhal kualitas jelek ,07/11/2023,0.000542793,0
Sering terjadi Bareng Internet lambat,3,0,sering jadi bareng internet lambat,11/10/2023,0.022138415,0
tambah baik,5,1,tambah baik,01/10/2023,0.9730065,1
mau buka isolir tapi menu pengaduan layanan gak ada. malah ada nya menu Grapari terdekat.,1,0,mau buka isolir tapi menu adu layan enggak ada malah ada nya menu grapari dekat ,21/11/2023,0.012019971,0
muter terus,1,0,muter terus,04/12/2023,0.16689722,0
Sangat membantu,5,1,sangat bantu,19/12/2023,0.99699557,1
bagus,5,1,bagus,28/11/2023,0.9971563,1
Ok,5,1,ok,19/10/2023,0.9959974,1
"Petugas indihome payah masa suduh 4 hari wufi ku rusak engga di perbaiki wifi ku,cuma janji2 terus",1,0,tugas indihome payah masa suduh hari wufi ku rusak enggak di baik wifi ku cuma janji terus,15/01/2024,0.002140187,0
Kenapa saya mau masuk aplikasi tidak bisa ada apakah ini,5,0,kenapa saya mau masuk aplikasi tidak bisa ada apakah ini,15/11/2023,0.003247931,0
Pilihan hadiah penukaran point tidak muncul...sudah 3 minggu.....parah bener kau ini,1,0,pilih hadiah tukar point tidak muncul sudah minggu parah benar kau ini,04/12/2023,0.004018555,0
Good,3,1,good,16/10/2023,0.9959047,1
Ok,5,1,ok,25/10/2023,0.9959974,1
Top top,5,1,top top,10/02/2024,0.9987226,1
harusnya kalau di aplikasi my Indihome pada saat pengaduan gangguan dan muncul notifikasi di area anda terjadi gangguan massal tapi kok status internet normal,2,0,harus kalau di aplikasi my indihome pada saat adu ganggu dan muncul notifikasi di area anda jadi ganggu massal tapi kok status internet normal,27/09/2023,0.010908701,0
Lancar jaya,5,1,lancar jaya,21/01/2024,0.9989157,1
aplikasinya lambat seperti koneksi wifi indihome,1,0,aplikasi lambat seperti koneksi wifi indihome,29/11/2023,0.014653296,0
"6 tahun menggunakan Indihome, lancar, teknisi cepat tanggap bila terjadi gangguan",5,1, tahun guna indihome lancar teknisi cepat tanggap bila jadi ganggu,27/12/2023,0.99511397,1
Cepat tepat sigap,5,1,cepat tepat sigap,24/09/2023,0.9653794,1
Kenapa sekarang makin lemott setelah di perbaruiii..,5,0,kenapa sekarang makin lemot telah di baru ,25/11/2023,0.047612358,0
"Ke bekasi bawa baskom, Yuk mari download aplikasi my indihome. Ke jakarta pake baju oren, ternyata my indihome memang keren. Ke Bogor naik mobil oplet, Jaringannya stabil dan anti lelet. Cikini ke gondangdia, ku begini gara-gara myIndihome. Cikampek tasikmalaya, Indihome emang ga ada duanya..",5,1,ke bekas bawa baskom yuk mari download aplikasi my indihome ke jakarta pakai baju oren nyata my indihome memang keren ke bogor naik mobil oplet jaring stabil dan anti lelet cikini ke gondangdia ku begini gara gara myindihome cikampek tasikmalaya indihome memang enggak ada dua ,26/09/2023,0.010821083,0
"Buka aplikasi ini pake wifi Indihome loadingnya lama banget, malah sering muncul sesi anda telah habis. Belum lagi kalo mau internetan sering ga stabil sinyalnya, loadingnya suka lama. Padahal saya pake yang 30Mbp/s loh tapi serba lemot. Udah mau 1 tahun pake indihome, ga lagi-lagi deh pasang indihome dirumah, internet ga stabil, bayar harus tepat waktu kalo ga didenda, bayarnya mahal pula. Kalo udah 1 tahun saya langsung ganti aja deh sama produk sebelah, ga mau lagi pasang indihome.",1,0,buka aplikasi ini pakai wifi indihome loadingnya lama banget malah sering muncul sesi anda telah habis belum lagi kalo mau internetan sering enggak stabil sinyal loadingnya suka lama padahal saya pakai yang mbp si loh tapi serba lemot sudah mau tahun pakai indihome enggak lagi lagi deh pasang indihome rumah internet enggak stabil bayar harus tepat waktu kalo enggak denda bayar mahal pula kalo sudah tahun saya langsung ganti saja deh sama produk belah enggak mau lagi pasang indihome ,22/11/2023,0.000948571,0
Top,5,1,top,20/01/2024,0.99201924,1
"Mantap, gk susah2 lge cari jaringan internet.. Di sini udh bagus",5,1,mantap enggak susah lge cari jaring internet di sini sudah bagus,04/10/2023,0.6679977,1
"Jika Indihome lancar dan harga cukup terjangkau, peminat pasti banyak",4,1,jika indihome lancar dan harga cukup jangkau minat pasti banyak,07/12/2023,0.99890834,1
good,5,1,good,15/01/2024,0.9959047,1
mudah saat ada gangguan dan cepat.,5,1,mudah saat ada ganggu dan cepat ,21/10/2023,0.9981213,1
Tidak bisa dibuka,1,0,tidak bisa buka,24/11/2023,0.018174484,0
Keren,5,1,keren,12/12/2023,0.99530053,1
"Layanan buruk, sudah beberapa hari jaringan hilang berjam jam... Harga tidak sesuai dengan layanan yg di berikan",1,0,layan buruk sudah beberapa hari jaring hilang jam jam harga tidak sesuai dengan layan yang di ikan,21/11/2023,0.002661908,0
"Palayanan yg sekarang sungguh sangat sangat sangat buruk, belasan tahun make Indihome sebelum pakai kabel fiber optik makin ke sini makin buruk buruk buruk parah. Saat ini gangguan internet mati, lampu los menyala tpi g bisa di lapor kan karna muncul notice ""gangguan jaringan area"" giliran di cek ke tetangga bagus2 aja... Kecewa sekali dgn Indihome yg skrang",1,0,palayanan yang sekarang sungguh sangat sangat sangat buruk bas tahun pakai indihome belum pakai kabel fiber optik makin ke sini makin buruk buruk buruk parah saat ini ganggu internet mati lampu los nyala tapi enggak bisa di lapor kan karena muncul notice ganggu jaring area gilir di cek ke tetangga bagus saja kecewa sekali dengan indihome yang sekarang,13/10/2023,0.00726186,0
Stabil,5,1,stabil,17/10/2023,0.9921993,1
"Aplikasi nya sangat bagus,, memudahkan baik pelaporan atau perubahan paket kuota",5,1,aplikasi nya sangat bagus mudah baik lapor atau ubah paket kuota,11/10/2023,0.9822234,1
Bagus,5,1,bagus,17/10/2023,0.9971563,1
"Dasar nih bumn, bayar telat ya matikan aja koneksi internetnya ngapain ada denda denda segala, gak bayar 1 bulan ya putus aja, ribet banget, jadi gampang sy pindah langganan",2,0,dasar nih bumn bayar telat ya mati saja koneksi internetnya kapai ada denda denda segala enggak bayar bulan ya putus saja ribet banget jadi gampang saya pindah langgan,24/12/2023,0.003793578,0
Sangat memuaskan,5,1,sangat muas,08/10/2023,0.9965918,1
"Sejauh ini puas pake indihome, karena bisa di bilang jarang gangguan. Adapun terjadi gangguan cepat tanggap untuk penanganannya. Dan selalu dapet informasi apapun. Tidak yg tiba"" ada kenaikan biaya tanpa ada pemberitahuan dan penjelasan. (Kaya profidder sebelah).. hehehe",5,1,jauh ini puas pakai indihome karena bisa di bilang jarang ganggu adapun jadi ganggu cepat tanggap untuk tangan dan selalu dapat informasi apa tidak yang tiba ada naik biaya tanpa ada pemberitahuan dan jelas kayak profidder belah hehehe,11/12/2023,0.9982334,1
Stabil dan pelayanan baik,5,1,stabil dan layan baik,20/01/2024,0.9994002,1
Sekelas indihome bikin aplikasi jelek amat. Masa sudah melakukan pembayaran WiFi tetep masih muncul pemberitahuan bahwasanya belum bayar Terus muncul pemberitahuan bahwasanya sudah bayar Terus muncul lagi belum bayar WiFi lagi. Ini aplikasi mau nya apa sih? Tolong lah di tingkatin lagi. Sekelas indihome bikin aplikasi masa kek gitu Bikin gak nyaman,2,0,kelas indihome bikin aplikasi jelek amat masa sudah laku bayar wifi tetap masih muncul pemberitahuan bahwasanya belum bayar terus muncul pemberitahuan bahwasanya sudah bayar terus muncul lagi belum bayar wifi lagi ini aplikasi mau nya apa sih tolong lah di tingkatin lagi kelas indihome bikin aplikasi masa kayak begitu bikin enggak nyaman,15/10/2023,0.000433497,0
"Kadang macet,,, tingkatkan terus kualitasnya",4,0,kadang macet tingkat terus kualitas,12/02/2024,0.055657726,0
Mantap,5,1,mantap,15/11/2023,0.9967573,1
Bagus,4,1,bagus,07/01/2024,0.9971563,1
gabisa buka pengaturan wifi aplikasi gajelas,1,0,enggak bisa buka atur wifi aplikasi enggak jelas,09/11/2023,0.004687468,0
Jaringan stabil sesuai paket,5,1,jaring stabil sesuai paket,14/10/2023,0.98802334,1
"Alhamdulillah sudah lama pake IndiHome sampe sekarang dan ng akan pindah kelain hati lagi, super cepat walapun paket murah dan ng ada kendala apapun.",5,1,alhamdulillah sudah lama pakai indihome sampai sekarang dan ng akan pindah lain hati lagi super cepat walapun paket murah dan ng ada kendala apa ,15/11/2023,0.9973698,1
Oke punya,5,1,oke punya,29/12/2023,0.98424137,1
Mantap indiHome,5,1,mantap indihome,08/12/2023,0.99804837,1
Layanan cepat dan baik,5,1,layan cepat dan baik,09/12/2023,0.99850166,1
"Jaringan stabil , walau cuaca tidak baik , selama menggunakan tidak pernah mengalami gangguan",5,1,jaring stabil walau cuaca tidak baik lama guna tidak pernah alami ganggu,13/10/2023,0.26668456,0
Jarang terjadi gangguan,5,1,jarang jadi ganggu,16/10/2023,0.99471,1
Oke,4,1,oke,25/01/2024,0.99427706,1
nyesell langanan.. awal² aja bagus. giliran dapet 2 bln ke atas ganguan teruoozzzzz.... capek yg restart². .. pokok nyeselll,1,0,sesal langanan awal saja bagus gilir dapat bulan ke atas ganguan teruooz capek yang restart pokok nyesel,10/10/2023,0.51202506,1
"Bagian pemasangan Daerah Bangil Pasuruan payah, low respon. Orang daftar, disuruh kirim: - Foto KTP - Map Lokasi - Foto pegang KTP Semua sudah dikirim, tapi bilang masih kurang ini, kurang itu, Dll. Seharusnya satset langsung survei lokasi, jika layak, langsung pasang. Jika tidak layak, tinggal jangang pasang. Atau petugasnya malas mau survei lokasi? Buat apa tiap bulan mendapat gaji kalau ada calon pelanggan tidak dilayani, mau makan gaji buta?",1,0,bagi pasang daerah bangil pasuruan payah low respon orang daftar suruh kirim foto ktp map lokasi foto pegang ktp semua sudah kirim tapi bilang masih kurang ini kurang itu dl harus satset langsung survei lokasi jika layak langsung pasang jika tidak layak tinggal jangang pasang atau tugas malas mau survei lokasi buat apa tiap bulan dapat gaji kalau ada calon langgan tidak layan mau makan gaji buta ,09/02/2024,0.001677991,0
Mau login ribet jaringan stabil susan login,1,0,mau login ribet jaring stabil sus login,25/01/2024,0.003088859,0
Lambat dibuka dan menu sering hilang terutama addon Seamless untuk pelanggan IndiHome ditiadakan tanpa pemberitahuan dan struk rincian pembayaran harus lebih jelas dan transparan.,3,0,lambat buka dan menu sering hilang utama addon seamles untuk langgan indihome tiada tanpa pemberitahuan dan struk rincian bayar harus lebih jelas dan transparan ,07/02/2024,0.003266939,0
Ini app my indihome lg error ya,4,1,ini ap my indihome lagi error ya,29/10/2023,0.5038178,1
Perlu Pengembangan,3,0,perlu kembang,26/01/2024,0.9638868,1
Mantap,5,1,mantap,07/11/2023,0.9967573,1
Masih puas dengan indihome,5,1,masih puas dengan indihome,23/01/2024,0.9881195,1
Telkom jaman now benar benar melayani pelanggan,5,1,telkom jaman now benar benar layan langgan,13/10/2023,0.5988288,1
Tidak layak,1,0,tidak layak,03/01/2024,0.03635697,0
بسم الله Smg kedepannya harga paket turun. آمين,5,0, moga depan harga paket turun ,07/01/2024,0.9495016,1
