content,score,label,preprocessed_content
Saya sudah bayar..tapi kok masih off ya..sering eror terus tiap hari..mohon di nyalakan. .,1,0,saya sudah bayar tapi kok masih of ya sering eror terus tiap hari mohon di nyala 
Layanan stabil sesuai dengan paket yang kita ambil,5,1,layan stabil sesuai dengan paket yang kita ambil
"gak guna, mau lapor gangguan, sistemnya gangguan massal terus!",1,0,enggak guna mau lapor ganggu sistem ganggu massal terus 
layanannya sangat membantu dan internetannya sangat stabil dan bisa mengakses apa saja tingkatkan terus untuk kualitas jaringan internetnya agar lebih terdepan dan nyaman di gunakan,5,1,layan sangat bantu dan internetannya sangat stabil dan bisa akses apa saja tingkat terus untuk kualitas jaring internetnya agar lebih depan dan nyaman di guna
"Bayar harus selalu tepat waktu , giliran ada kendala gangguan leha leha ga ontime gimana sih 😠",1,0,bayar harus selalu tepat waktu gilir ada kendala ganggu leha leha enggak ontime bagaimana sih 
"featur lengkap,informatif..tapi terkadang error dan login ulang",4,1,featur lengkap informatif tapi terkadang error dan login ulang
Sangat mudah dan membantu pelayanan,5,1,sangat mudah dan bantu layan
"Petugas yang ramah & pelayanan yang prima, Terima kasih karena telah melayani dengan baik.",5,1,tugas yang ramah layan yang prima terima kasih karena telah layan dengan baik 
Ok,5,1,ok
Nice,5,1,nice
"Masih sgt sulit diterima unt pemasangan instalasi/modem baru.. Miris saja...iklan, promo paling rajin, tapi saat konsumen mengajukan pemasangan perangkat... Berjuta alasan unt tidak meng-acc #Miris...",1,0,masih sangat sulit terima unt pasang instalasi modem baru miris saja iklan promo paling rajin tapi saat konsumen aju pasang perangkat juta alas unt tidak meng ac miris 
aplikasi paling buruk. login bermasalah terus,1,0,aplikasi paling buruk login masalah terus
good,5,1,good
Ga bs dipakek,1,0,enggak bisa dipakek
"Aplikasi indihome lambat alias lemot,Mau komplain atau menyampaikan keluhan loading melulu,bolak balik slot waktu penuh,Sangat mengecewakan,Aplikasi sekelas Telkom kok sangat lambat",2,0,aplikasi indihome lambat alias lemot mau komplain atau sampai keluh loading melulu bolak balik slot waktu penuh sangat kecewa aplikasi kelas telkom kok sangat lambat
Pelayanan yang diberikan sangat baik dan juga ramah,5,1,layan yang beri sangat baik dan juga ramah
Sinyal nya jelek banget,1,0,sinyal nya jelek banget
Gak bisa di akses,1,0,enggak bisa di akses
Jaringan wify lose mau pengaduan susah skali stelah update..,1,0,jaring wify lose mau adu susah sekali telah update 
Very good,5,1,very good
oke,5,1,oke
"Bintang 2 aja agar semangat memberikan pelayanan terbaik, jgn pelit potongan diskon.",2,0,bintang saja agar semangat beri layan baik jangan pelit potong diskon 
"Layanan ngga sesuai iklan yang di tawarkan... Jaringan stabil, setelah pasang baru 2 bulan udah bikin kecewa....",2,0,layan enggak sesuai iklan yang di tawar jaring stabil telah pasang baru bulan sudah bikin kecewa 
Jaringan stabil bikin betah dirumah,5,1,jaring stabil bikin betah rumah
Bagus,5,1,bagus
Good,5,1,good
masih error' aplikasi nya,4,0,masih error aplikasi nya
Update perbarui terus tapi loadingnya pas dibuka lama sekali,1,0,update baru terus tapi loadingnya pas buka lama sekali
Loading aplikasi lambat fitur nya sudah ok,5,0,loading aplikasi lambat fitur nya sudah ok
mantap,5,1,mantap
"akun saya diisolir padahal saya sudah membayar, sangat mengecewakan, udah bayar mahal"" masih saja tidak bisa di gunakan",1,0,akun saya isolir padahal saya sudah bayar sangat kecewa sudah bayar mahal masih saja tidak bisa di guna
bagus,5,1,bagus
Saya pelanggan baru untuk saat ini masih lancar & tidak ada gangguan Terima kasih indihome,5,1,saya langgan baru untuk saat ini masih lancar tidak ada ganggu terima kasih indihome
Bolehlah,5,1,boleh
"2kali daftar pemasangan baru 2kali juga upload berkas ke indihome.. (jarak 1 dan 2 sekitar 4bulanan) tapi 2kali itu juga tidak bisa melakukan pemasangan.. dengan alasan ""penuh"" padahal sudah nunggu lama tapi masih tetap penuh jugaa.. sayang banget didaerah ku cuman hanya ada indihome.. semoga provider lain bisa segera masuk ke daerah ku biar nggak kena PHP kayak yang dilakukan indihome..",2,0,kali daftar pasang baru kali juga upload berkas ke indihome jarak dan sekitar bulan tapi kali itu juga tidak bisa laku pasang dengan alas penuh padahal sudah tunggu lama tapi masih tetap penuh juga sayang banget daerah ku cuman hanya ada indihome moga provider lain bisa segera masuk ke daerah ku biar enggak kena php kayak yang laku indihome 
Semoga menjadi lebih baik,5,1,moga jadi lebih baik
Verry good,5,1,verry good
Mantap,5,1,mantap
No koment,5,1,no komentar
bagus,5,1,bagus
"Internet dengan jaringan terburuk ,layak mendapatkan bintang 1 .harga mahal jaringan ampas .kontrak 1 tahun gamau rugi tapi jaringan nya sangat sampah buruk 👎👎👎👎👎👎👎,masih lebih cepat iconnect malah cih.",1,0,internet dengan jaring buruk layak dapat bintang harga mahal jaring ampas kontrak tahun enggak mau rugi tapi jaring nya sangat sampah buruk masih lebih cepat iconnect malah cih 
"Kenapa sih harus update padahal terakhir saya update tanggal 1 April 2022, sekarang tanggal 4 April 2022 sudah update lagi. Saya tidak setuju toh aplikasi nya tetap tidak ada perubahan dan kenapa memaksa orang harus update kan kalau tidak mau update kok dipaksa update. Kalau tidak update tidak bisa pakai aplikasi nya mohon diperhatikan ini oleh pihak Indihome, jangan buat hp pelanggan mu jadi lemot karena harus update apalagi jarak update nya dekat sekali selisih 4 hari. Mohon segera diproses.",2,0,kenapa sih harus update padahal akhir saya update tanggal april sekarang tanggal april sudah update lagi saya tidak tuju toh aplikasi nya tetap tidak ada ubah dan kenapa paksa orang harus update kan kalau tidak mau update kok paksa update kalau tidak update tidak bisa pakai aplikasi nya mohon perhati ini oleh pihak indihome jangan buat hp langgan mu jadi lemot karena harus update apalagi jarak update nya dekat sekali selisih hari mohon segera proses 
sering tidak bisa dibuka,3,0,sering tidak bisa buka
Good,5,1,good
Mantap,5,1,mantap
Ok banget,5,1,ok banget
Bagus,4,1,bagus
Ok internet stabil,5,1,ok internet stabil
"ketika login dgn nmor indihome yg sudah diset, aplikasi langsung keluar / tertutup paksa. tapi jika di gunakan tanpa harus login masih lancar lancar saja. device android 8.",3,0,ketika login dengan nmor indihome yang sudah set aplikasi langsung keluar  tutup paksa tapi jika di guna tanpa harus login masih lancar lancar saja device android 
Fitur lengkap dan mudah,5,1,fitur lengkap dan mudah
Keren,5,1,keren
Pelayanan bagusss,5,1,layan bagus
"Aplikasi blm stabil seperti aplikasi My Telkomsel, sepertinya msh byk bugs",3,0,aplikasi belum stabil seperti aplikasi my telkomsel seperti masih banyak bugs
Good,5,1,good
"Telat bayar denda,internet lemot luar biasa",2,0,telat bayar denda internet lemot luar biasa
"utk pemakaian sosmed lancar, hujan tetap stabil jrg eror ditempat saya, semoga selalu lancar dan paket selalu terjangkau",5,1,untuk pakai sosmed lancar hujan tetap stabil jrg eror tempat saya moga selalu lancar dan paket selalu jangkau
"Dear team Indihome, mohon bantuannya. Sudah beberapa bulan saya tidak menggunakan Indihome, padahal saya menggunakan Indihome sudabertahun tahun. Masalahnya saya pindah alamat dari Hamadi pindah ke Entrop tidak di layani, terus Indihome saya sudah tidak gunakan/saya sudah kembalikan ke kantor Indihome Jayapura. Tapi kenapa saya masih ada tagihan? Dan juga nomor Indihome saya masih aktif. Bagaimana caranya agar saya bisa menggunakan lagi nomor Indihome saya mohon bantuannya terima kasih 🙏🙏🙏🙏",5,0,dear team indihome mohon bantu sudah beberapa bulan saya tidak guna indihome padahal saya guna indihome sudabertahun tahun masalah saya pindah alamat dari hamadi pindah ke entrop tidak di layan terus indihome saya sudah tidak guna saya sudah kembali ke kantor indihome jayapura tapi kenapa saya masih ada tagih dan juga nomor indihome saya masih aktif bagaimana cara agar saya bisa guna lagi nomor indihome saya mohon bantu terima kasih 
Ko aplikasinya closed terus kenapa ya ?,2,0,kok aplikasi closed terus kenapa ya 
"Respon gercep,,,",5,1,respon gercep 
Percuma bayar mahal2 jaringan macam lapet,1,0,percuma bayar mahal jaring macam lapet
"pelayanannya sangat bagus,srg dpt promo",5,1,layan sangat bagus srg dapat promo
Buat login aja gagal terus,1,0,buat login saja gagal terus
Layanan Sangat baik,5,1,layan sangat baik
Mantull,5,1,mantul
Lemot banget buka aplikasinya,2,0,lemot banget buka aplikasi
Layan aplikasi bagus,5,1,layan aplikasi bagus
Jelas dan terperinci,5,1,jelas dan perinci
"Aplikasi yang sangat lemot, loading terus meskipun jaringan internet bagus.",1,0,aplikasi yang sangat lemot loading terus meski jaring internet bagus 
Aplikasi mempermudah kami dalam membuat laporan dsb. Sangat membantu,4,1,aplikasi mudah kami dalam buat lapor dsb sangat bantu
Good,5,1,good
Lebih mudah di gunakan,4,1,lebih mudah di guna
Baik,5,1,baik
kurang pelayanan dalam pembayaran,5,0,kurang layan dalam bayar
Jaringan stabil,5,1,jaring stabil
Bagus,5,1,bagus
Promonya gak UpTo date,3,0,promonya enggak upto date
Aplikasi sering eror,1,0,aplikasi sering eror
Indihome sinyal mantap,5,1,indihome sinyal mantap
Bagus sekali,5,1,bagus sekali
Oke recommended,5,1,oke recommended
"Burik, sampe tgl 31 Desember poin tidak dapat di tukar, gagal terus, Alhasil belasan ribu Poin Hangus Sia-Sia.",1,0,burik sampai tanggal desember poin tidak dapat di tukar gagal terus alhasil bas ribu poin hangus sia sia 
Oke,5,1,oke
Terbaik,5,1,baik
"Indihome terbaik, tingkat lagi yaa aplikasinya",5,1,indihome baik tingkat lagi ya aplikasi
Goooood,5,1,goooood
Terima kasih indohome yang sudah membantu kami dalam hal pelayanan memberikan kapasitas internet yang bagus.,5,1,terima kasih indohome yang sudah bantu kami dalam hal layan beri kapasitas internet yang bagus 
Semoga tarifnya flat untuk daerah Bengkulu Utara Ohya kenapa ya verivikasi Email apk nya langsung keluar sendiri di hp Vivo y12 saya,5,0,moga tarif flat untuk daerah bengkulu utara ohya kenapa ya verivikasi email apk nya langsung keluar sendiri di hp vivo ya saya
Mantap,5,1,mantap
Mantaaapp jos gandos,5,1,mantaaap jos gandos
Apk nya jos,5,1,apk nya jos
Sangat bagus jaringanyaa,5,1,sangat bagus jaringanya
Ini aplikasi tiba-tiba keluar dengan sendirinya. Sekalinya bisa masuk tidak bisa menghubungkan dengan nomor indihime yang lain.,1,0,ini aplikasi tiba tiba keluar dengan sendiri sekali bisa masuk tidak bisa hubung dengan nomor indihime yang lain 
Mantap bagus,5,1,mantap bagus
Mantapp,5,1,mantap
Oke,5,1,oke
Oke,5,1,oke
Bukanya rada susah kadang loading,3,0,buka rada susah kadang loading
niceeeee,5,1,nice
Masih sering gangguan dan lelet,3,0,masih sering ganggu dan lelet
"Lebih gampang penggunaannya , serta penjelasanya bagus",4,1,lebih gampang guna serta jasa bagus
Mantap,5,1,mantap
baik,5,1,baik
Makin kesini makin lemot,5,0,makin kesini makin lemot
Suka lemot,4,0,suka lemot
Mantaplah,5,1,mantap
Sangat membantu untuk bermain game pakai wifi IndiHome,5,1,sangat bantu untuk main game pakai wifi indihome
"Sekarang klo login kembali susah, suka logout sendiri dari aplikasi",4,0,sekarang kalo login kembali susah suka logout sendiri dari aplikasi
Sudah memuaskan,5,1,sudah muas
"Bug ubah kata sandi, aplikasi suka crash, ini sekelas provider punya aplikasi sangat buruk sekali",1,0,bug ubah kata sandi aplikasi suka crash ini kelas provider punya aplikasi sangat buruk sekali
Sangat puas,5,1,sangat puas
Okeee,5,1,oke
Barusan login kok tau2 sesi anda berakhir tulisanya,1,0,barusan login kok tau sesi anda akhir tulisanya
Mantap.,5,1,mantap 
mantul...,5,1,mantul 
Mantap,5,1,mantap
Bagus,5,1,bagus
Susah masuk alasan kadaluarsa,3,0,susah masuk alas kadaluarsa
"Jaringan nya gak stabil, lebih sering gak stabil nya dripada normal nya",1,0,jaring nya enggak stabil lebih sering enggak stabil nya daripada normal nya
"Makin hari makin engga guna pakai aplikasi ini. Kenapa? Pertama engga bisa check jaringan dari profil, kedua engga bisa check berapa orang pemakaian dari profil, yang ketiga engga bisa buat laporan jaringan putus-putus yang ada malah disuruh restart, pdhl Uda di restart tapi jaringan tetap sama engga bagus.",1,0,makin hari makin enggak guna pakai aplikasi ini kenapa pertama enggak bisa check jaring dari profil dua enggak bisa check berapa orang pakai dari profil yang tiga enggak bisa buat lapor jaring putus putus yang ada malah suruh restart padahal sudah di restart tapi jaring tetap sama enggak bagus 
Good Job,5,1,good job
"WIFINYA HARAM, JANGAN MAU PASANG WIFI INDIHOME YA! APALAGI PARA GAMER, PARAH NI WIFI, GUE LAGI RAID YANG KALO KELUAR NGULANG LAGI, DAN YA TIBA² DISCONNECT",1,0,wifinya haram jangan mau pasang wifi indihome ya apalagi para gamer parah nih wifi gue lagi raid yang kalo keluar ngulang lagi dan ya tiba disconnect
"Sekarang lelet nya minta ampun kadang jaringan gak stabil, kadang macet gak seperti dlu pas waktu pertama masang",1,0,sekarang lelet nya minta ampun kadang jaring enggak stabil kadang macet enggak seperti dulu pas waktu pertama masang
Perlayanan sangat bagus,5,1,layan sangat bagus
sangat baik,5,1,sangat baik
Mantap sip...,5,1,mantap sip 
"Gampang bayar, tagihan jelas",5,1,gampang bayar tagih jelas
sangat mudah,5,1,sangat mudah
"kenapa tiap update harus login lg coba, masa alesannya buat keamanan aplikasi kya wa aj klo hbs update ga logout tuh",1,0,kenapa tiap update harus login lagi coba masa alesannya buat aman aplikasi kaya wa saja kalo habis update enggak logout tuh
Terima kasih Point nya sudah kembali 🙏🙏🙏🙏,5,1,terima kasih point nya sudah kembali 
Bagus tingkatkan pelayanan,5,1,bagus tingkat layan
Fitur sekarang lebih sempurna memanjakan pengguna,5,1,fitur sekarang lebih sempurna manja guna
Gak jelas banget udah ngelaporin keluhan teknisi nya gak ada nyampe..?,1,0,enggak jelas banget sudah lapor keluh teknisi nya enggak ada sampai 
Aplikasi sangat tidak rekomendasi,1,0,aplikasi sangat tidak rekomendasi
Susah banget loginnya.,1,0,susah banget loginnya 
Mantap,5,1,mantap
"Mau komplain susahnya minta ampun, saya udah bayar tagihan internet saya tapi kenapa di aplikasi Indihome nya status masih belum bayar, sekarang mau komplain ribet nya kebangetan .",1,0,mau komplain susah minta ampun saya sudah bayar tagih internet saya tapi kenapa di aplikasi indihome nya status masih belum bayar sekarang mau komplain ribet nya banget 
Tidak ada menu berhenti berlangganan sementara. Jdi kita yang keluar kota selama 2 bulan lebih gak pakai layanan harus bayar sampai 2x lipat,1,0,tidak ada menu henti langgan sementara jadi kita yang keluar kota lama bulan lebih enggak pakai layan harus bayar sampai kali lipat
Sudah bayar tagihan. Status masih terisolir. Apaan sih telkom. Udah mahal jaringan lelet pula.,1,0,sudah bayar tagih status masih isolir apa sih telkom sudah mahal jaring lelet pula 
Aplikasi ini tdk jelas...dari awal sampai skrg jika dibuka dan hendak digunakan sangat susah.slalu saja legg nya minta ampun susah trbuka.selalu ada keterangan alasan perbaikan jaringan.dari dulu dan sdh brp kali update perbaikan terus.apalagi mau redeem poin...tukar voucher slalu jaringan alhasil keterangan poin tdk cukup pdhl stok poin sangat byk,3,0,aplikasi ini tidak jelas dari awal sampai sekarang jika buka dan hendak guna sangat susah selalu saja leg nya minta ampun susah trbuka selalu ada terang alas baik jaring dari dulu dan sudah berapa kali update baik terus apalagi mau redeem poin tukar voucher selalu jaring alhasil terang poin tidak cukup padahal stok poin sangat banyak
Sangat bermanfaat,5,1,sangat manfaat
mudah mudahan bulan berjalan berikutnya jaringan internetnya stabil😁😁😁 diawal bulan pemakaian jaringan stabil tanpa gangguan,5,1,mudah mudah bulan jalan ikut jaring internetnya stabil awal bulan pakai jaring stabil tanpa ganggu
"300k+per bulan mbps tinggi gak di sambung ke TV, yg make cmn 3 org ngelag nya minta ampun, perbulan mahal kualitas kek taik",1,0,ke per bulan mbps tinggi enggak di sambung ke tv yang pakai cuman orang ngelag nya minta ampun bulan mahal kualitas kayak tahi
"Login saja gak bisa, mahal tp pelayanan buruk Coba kalau ada pesaing di daerahku mending ganti",1,0,login saja enggak bisa mahal tapi layan buruk coba kalau ada saing di daerah mending ganti
Halah SAMPAH cuih,1,0,halah sampah cuih
"Selama menggunakan Indihome, internetan semakin lancar semakin cepat no buffering.",5,1,lama guna indihome internetan makin lancar makin cepat no buffering 
aplikasi sangat membantu untuk pembayaran internet indihome dan pengaduan lebih fleksibel dan tanggapan yang sangat cepat,5,1,aplikasi sangat bantu untuk bayar internet indihome dan adu lebih fleksibel dan tanggap yang sangat cepat
aplikasi lemot. buka aplikasi lain lancar tapi setiap buka aplikasi busuk ini muter muter aja. pdhal hp dah spek gaming. penukaran poin juga slalu gagal. Busuk lah intinya,1,0,aplikasi lemot buka aplikasi lain lancar tapi tiap buka aplikasi busuk ini muter muter saja padahal hp deh spek gaming tukar poin juga selalu gagal busuk lah inti
APK Sesat gak guna udah login keluar sendiri Tiap mau masuk apk nya harus login terus terusan malesin,1,0,apk sesat enggak guna sudah login keluar sendiri tiap mau masuk apk nya harus login terus terus malesin
"Sekarang aplikasinya bagus sekali, baru dibuka langsung nutup otomatis (force close), loading sangat lama (padahal jaringan internet lancar), tukarpoin jg tidak bisa. Anehnya meskipun sudah update aplikasi berkali2 masalahnya tetep sama saja dr dulu.",1,0,sekarang aplikasi bagus sekali baru buka langsung nutup otomatis force close loading sangat lama padahal jaring internet lancar tukarpoin juga tidak bisa aneh meski sudah update aplikasi kali masalah tetap sama saja dari dulu 
Mantaaaaap.,5,1,mantaaaaap 
Setiap ada pembaruan kalau login selalu gagal,1,0,tiap ada baru kalau login selalu gagal
fitur buat ngecek sekaligus buat pembayaran tagihan indihome menurutku berguna banget. penukaran poin juga ok.,5,1,fitur buat ecek sekaligus buat bayar tagih indihome turut guna banget tukar poin juga ok 
"Aplikasi nya bagus banget semua fitur muda dipahami, dan banyak promo promo menarik bagi pengguna yg baru.",5,1,aplikasi nya bagus banget semua fitur muda paham dan banyak promo promo tarik bagi guna yang baru 
mantap,5,1,mantap
Sangat memuaskan,4,1,sangat muas
"Aplikasinya lemot, sering loading dan fitur voucher sering gagal digunakan, masa sekelas BUMN punya aplikasi ga bagus kualitasnya, kalah sama swasta yg fitur dan penggunaannya lancar..",1,0,aplikasi lemot sering loading dan fitur voucher sering gagal guna masa kelas bumn punya aplikasi enggak bagus kualitas kalah sama swasta yang fitur dan guna lancar 
signal internet indihome makin nggak jelas sering sekali kendala. percuma bayar mahal kalo signalnya ajah ngga jelas kayagitu. sangat tidak nyaman & mengecewakan dengan indihom.,2,0,signal internet indihome makin enggak jelas sering sekali kendala percuma bayar mahal kalo signalnya saja enggak jelas kayagitu sangat tidak nyaman kecewa dengan indihom 
Good,5,1,good
Bantuannya cepat mendapat tanggapan,5,1,bantu cepat dapat tanggap
Aplikasi nggak bisa digunakan,1,0,aplikasi enggak bisa guna
"Top bgt, cuman ketika waktu nya bayar tidak ada pemberitahuan,.. Pas dipake internetan lgsung gak bisa.. Terpaksa beli paket data",5,0,top banget cuman ketika waktu nya bayar tidak ada pemberitahuan pas pakai internetan langsung enggak bisa paksa beli paket data
Pelayanannya cukup baik dan cepat sekali responnya. Aku udah pasang IndiHome dr tahun 2019 semenjak pindah rumah ke Jawa. Fast speed juga dan banyak promo lainnya.,5,1,layan cukup baik dan cepat sekali responnya aku sudah pasang indihome dari tahun semenjak pindah rumah ke jawa fast speed juga dan banyak promo lain 
"Bayar ga pernah telat, fup masih banyak Lemot mulu,",1,0,bayar enggak pernah telat fup masih banyak lemot mulu 
PROGRAMMER TOLOL. INI SEKELAS INDIHOME HIRE DEV MAGANG KAH. BUSET KOCAK AMAT LAGI BUTUH PAKE FITUR PENGADUAN MALAH OPSI SELECT TIPE GANGGUAN NYA GAK MUNCUL. YANG BENER AJA LAH. KALAU LG TESTING DI MODE DEBUG AJA WOI JANGAN DI PROJECT RELEASE,1,0,programmer tolol ini kelas indihome hire dev magang kah buset kocak amat lagi butuh pakai fitur adu malah opsi select tipe ganggu nya enggak muncul yang benar saja lah kalau lagi testing di mode debug saja woi jangan di project release
"Kecepatan tidak sesuai dengan paket, pakai paket 30 Mbps yg didapat dibawah 20 Mbps",4,1,cepat tidak sesuai dengan paket pakai paket mbps yang dapat bawah mbps
Lancar dan tidak ada masalah,5,1,lancar dan tidak ada masalah
Oke bagus sinyal panteng,4,1,oke bagus sinyal panteng
Apik bingit,5,1,apik banget
good,5,1,good
Jarang info tagihan setiap bulan ya,1,0,jarang info tagih tiap bulan ya
Aplikasi bagus,5,1,aplikasi bagus
"Terbantu bila ingin bayar tagihan, upgrade dan informasi CS",5,1,bantu bila ingin bayar tagih upgrade dan informasi cs
Mahal LELET TIAP-TIAP BULAN TAGIHAN NAMBAH TERUS PARAH ADA NIAT MAU GANTI PROVIDER,5,0,mahal lelet tiap tiap bulan tagih tambah terus parah ada niat mau ganti provider
"perlu ditingkatkan, khususnya dari segi responsive",3,0,perlu tingkat khusus dari segi responsive
Saya ingin berhenti berlangganan paket disney tv karena anak saya sudah besar dan mubazir tiap bulan bayar 75rb dan sudah berjalan 2 tahun ... hanya setiapkali saya mencoba berhentibpaket tersebut susah skali baik telp ke Cs ataupun di aplikasi kesannya dari pihak indihomenya ogah2an,1,0,saya ingin henti langgan paket disney tv karena anak saya sudah besar dan mubazir tiap bulan bayar ribu dan sudah jalan tahun hanya setiapkali saya coba berhentibpaket sebut susah sekali baik telp ke cs atau di aplikasi kesan dari pihak indihomenya ogah
"Tv kami sudah mati selama 3 hari tapi tidak ada tanggapan dari pihak indihome setempat , yang lebih pasti nya tidak merespon padahal bayar , kami memakai tv untuk kumpul keluarga tapi kalau ada nya ini jadi nambah masalah mending gausah lah pasang , karna tidak ada respon dari pihak indihome setempat",1,0,tv kami sudah mati lama hari tapi tidak ada tanggap dari pihak indihome tempat yang lebih pasti nya tidak merespon padahal bayar kami pakai tv untuk kumpul keluarga tapi kalau ada nya ini jadi tambah masalah mending enggak usah lah pasang karena tidak ada respon dari pihak indihome tempat
So far so good,5,1,sok far sok good
Mantap pelayanannya,5,1,mantap layan
"kalau aplikasi gak berguna, mending gak usah di buat aplikasi my indihome. mau login aja susah banget . SARAN KU GANTI AJA JADI APLIKASI MY INDOMIE LEBIH ENAK DAN BIKIN KENYANG .... APLIKASI KOK MY INDIHOME. UDAH PELAYANAN CS MU LELET",1,0,kalau aplikasi enggak guna mending enggak usah di buat aplikasi my indihome mau login saja susah banget saran ku ganti saja jadi aplikasi my indomie lebih enak dan bikin kenyang aplikasi kok my indihome sudah layan cs mu lelet
Jaringan stabil,5,1,jaring stabil
Jaringan lelet,1,0,jaring lelet
Bagus,5,1,bagus
Mohon di tingkat kan aplikasi nya terutama untuk pengaduan,5,0,mohon di tingkat kan aplikasi nya utama untuk adu
"Saya ingin melaporkan bahwa wifi saya tidak konek dari kemarin udh saya bayar masih aja tidak konek,wifi naik lagi tidak ada pemberitahuan. saya bayar bulan rajin gk pernah telat, kaya gini terus saya cabut, ganti tetangga lain",1,0,saya ingin lapor bahwa wifi saya tidak konek dari kemarin sudah saya bayar masih saja tidak konek wifi naik lagi tidak ada pemberitahuan saya bayar bulan rajin enggak pernah telat kayak begini terus saya cabut ganti tetangga lain
Pelayanan Tekhnisi sesuai jadual,5,1,layan tekhnisi sesuai jadual
"Aplikasinya lambat, muter trus loding",3,0,aplikasi lambat muter terus loding
Luar biasa,5,1,luar biasa
"Mohon maaf untuk kali ini saya sangat kecewa untuk apa ada aplikasi Indihome klu untuk penukaran Poinnya aja diPersulit tidak seperti tahun"" sebelumnya ada pemberitahuan dulu untuk penukaran Poinnya dan saling lempar ketempat gerai lain dan hasilnya nihil dan saya sesalkan CS nya tidak ramah"", lebih Ramah Sekuritinya.",1,0,mohon maaf untuk kali ini saya sangat kecewa untuk apa ada aplikasi indihome kalau untuk tukar poin saja sulit tidak seperti tahun belum ada pemberitahuan dulu untuk tukar poin dan saling lempar tempat gerai lain dan hasil nihil dan saya sesal cs nya tidak ramah lebih ramah sekuriti 
apk taik mau bayar tagihan aja dipersulit,1,0,apk tahi mau bayar tagih saja sulit
Masih banyak perbaikan untuk aplikasinya sering keluar kata2 HTTP 404 NOT FOUND!!!!,1,0,masih banyak baik untuk aplikasi sering keluar kata http not found 
"Dukung kualitas yg sdh kita rasakan,,, ya indihome Telkom Indonesia..",5,1,dukung kualitas yang sudah kita rasa ya indihome telkom indonesia 
Ayolah aplikasinya diperbaiki . . . Login aja ndak bisa . . .,1,0,ayo aplikasi baik login saja indak bisa 
"Aplikasi sering error,saya bingung mau buat tiket laporannya klo jaringan tiba-tiba merah.",1,0,aplikasi sering error saya bingung mau buat tiket lapor kalo jaring tiba tiba merah 
Naek turun gajelas,1,0,naik turun enggak jelas
Oke,5,1,oke
Ok,5,1,ok
"ini aplikasi update terus bukanya bner malah bug nggak bisa di pakai, ganti aja it development nya klo gk bisa kerja",1,0,ini aplikasi update terus buka benar malah bug enggak bisa di pakai ganti saja itu development nya kalo enggak bisa kerja
Jods,5,1,jods
Bagus,5,1,bagus
"Proses cepat, instalasi cepat. Fast respon",5,1,proses cepat instalasi cepat fast respon
Pernah laporan gangguan lewat aplikasi ini terus ditanggapi,5,1,pernah lapor ganggu lewat aplikasi ini terus tanggap
Bagus,5,1,bagus
Saya kasih bintang 1 dulu. Saya baru akan memakai aplikasi ini. Tapi dr awal daftar udah ada hampir 2 Minggu ko sedang dalam peningkatan sytem aja terus ga bisa di pakai. Untuk star awal penggunaan.Percuma download katanya mempermudah tapi ga jelas.,1,0,saya kasih bintang dulu saya baru akan pakai aplikasi ini tapi dari awal daftar sudah ada hampir minggu kok sedang dalam tingkat sytem saja terus enggak bisa di pakai untuk star awal guna percuma download kata mudah tapi enggak jelas 
mantap,5,1,mantap
"Rugiii. Udh bayar renew dr siang, tp masih proses aja haha. Kacau provider inii 👎",1,0,rugi sudah bayar renew dari siang tapi masih proses saja haha kacau provider ini 
Oke,5,1,oke
Aplikasi lemot gak kayak yang lain... Busuk busuk busuk...,1,0,aplikasi lemot enggak kayak yang lain busuk busuk busuk 
Good,5,1,good
Sangat responsif dan memudahkan pelanggan,5,1,sangat responsif dan mudah langgan
aplikasi sangat membantu dalam memenuhi kebutuhan Internet keluarga,5,1,aplikasi sangat bantu dalam penuh butuh internet keluarga
Ini kenapa ya tulisannya peningkatan layanan terus padahal mau ganti paket indihome,2,0,ini kenapa ya tulis tingkat layan terus padahal mau ganti paket indihome
Sesuai,4,1,sesuai
DENGAN ADANYA MYINDIHOME SEMUA JADI LEBIH MUDAH,5,1,dengan ada myindihome semua jadi lebih mudah
Ok,5,1,ok
Ok,5,1,ok
"Stabil dan mantap,",5,1,stabil dan mantap 
Terimakasih bagus mantap aplikasinya,5,1,terimakasih bagus mantap aplikasi
ok,5,1,ok
Tuker poin tiap tahun TERBuang sia sia padahal udah langganan 3 tahun poin setiap tahun terbuang sia sia di gapari terlalu jauh di plasa kaga bisa tukernya di aplikasi tuker gagal terus di web juga sama...,1,0,tuker poin tiap tahun buang sia sia padahal sudah langgan tahun poin tiap tahun buang sia sia di gapari terlalu jauh di plasa kagak bisa tukernya di aplikasi tuker gagal terus di web juga sama 
Jaringan sangat membantu kerja dan tugas Sekolah,5,1,jaring sangat bantu kerja dan tugas sekolah
"Sudah byar tiap bulan ratusan ribu, jaringan lemot skali... Percuma byar mahal...",1,0,sudah byar tiap bulan ratus ribu jaring lemot sekali percuma byar mahal 
